Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
10/18/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,17,0.5,0.5,0.5,
10/18/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,13,2.99,2.99,2.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,20,0.1,0.1,0.1,
10/18/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,201,0.5,0.44,0.89,
10/18/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,108,1.45,1,1.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,984,1.41,0.33,1.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,4 lb bag,11,3.98,3.98,3.98,
10/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,37,0.69,0.69,0.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,123,0.95,0.33,1.59,
10/18/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,72,2.49,2.49,2.49,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,834,0.99,0.88,1.29,70
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,"1,075",1.26,0.5,1.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,Y,,per pound,188,1.51,1.49,1.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,538,0.94,0.5,1.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,30,1.91,1.49,2.49,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,848,1.36,0.69,1.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,30,1.91,1.49,2.49,
10/18/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,each,50,0.79,0.79,0.79,
10/18/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,per pound,155,1.15,0.99,1.5,
10/18/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,616,2.24,0.49,2.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,236,0.54,0.49,0.79,
10/18/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,12,2.99,2.99,2.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,470,0.98,0.33,0.99,67
10/18/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,,,each,519,2.26,0.89,2.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,"1,395",2.57,1.25,3.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,194,3.31,2.5,3.33,
10/18/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,932,2.19,0.99,4.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,17,5.99,5.99,5.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,260,5,5,5,
10/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,121,1.62,0.99,1.99,
10/18/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,433,2.03,0.97,2.5,
10/18/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,621,3.67,2.5,3.69,
10/18/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,144,0.25,0.19,0.33,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,10,0.99,0.99,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,260,2.88,2.88,2.88,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,362,0.98,0.5,1.69,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,468,3.51,2.5,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,74,1.75,1.49,2.49,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,260,2.88,2.88,2.88,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,"1,001",1.25,0.33,1.49,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,468,3.51,2.5,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,56,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,121,1.54,0.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,8,1.79,1.79,1.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,260,2.88,2.88,2.88,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,627,1.37,0.44,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,317,3.99,3.99,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,80,1.71,1.29,2.49,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,350,5.99,5.99,5.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,754,1.17,0.49,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,366,2.79,2.48,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,15,1.28,0.69,1.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,9,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,2 lb bag,317,3.99,3.99,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,34,1.36,0.88,1.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),8,6.79,6.79,6.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),892,1.37,0.99,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,96 oz (3/4 gallon),1,2.49,2.49,2.49,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,128 oz (1 gallon),146,9.99,9.99,9.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),418,4.87,3.49,5,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),366,1.13,0.99,1.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,96 oz (3/4 gallon),29,5.87,2.49,5.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"2,831",1.25,0.25,2,
10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,"1,015",1.8,0.99,2.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,17,1.15,0.79,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,553,0.39,0.29,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,885,0.85,0.69,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,771,2.98,1.66,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,9,3.99,3.99,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,18 oz package,13,1.5,1.5,1.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,933,2.12,0.97,3.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,284,3.21,3,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,612,3,3,3,
10/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,30,0.5,0.5,0.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,CRANBERRIES,,,,12 oz bag,20,2.43,1.98,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,13,0.81,0.69,0.89,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,14,0.33,0.33,0.33,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,618,1.49,0.99,2.99,51
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,Y,,per pound,264,2.71,2.48,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,,,per pound,41,1.5,1.5,1.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,895",1.9,0.79,2.99,34
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,Y,,per pound,892,2.55,2.29,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"1,809",1.87,0.69,2.99,35
10/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,Y,,per pound,880,2.56,2.48,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,48,0.39,0.25,0.59,
10/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,9,2.99,2.99,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,778,0.54,0.25,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,37,0.9,0.59,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,203,0.37,0.15,1,
10/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,172,0.57,0.33,0.89,
10/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,43,1.85,1.5,2,
10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,each,23,0.5,0.5,0.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,410,0.94,0.25,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,47,0.46,0.25,0.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,237,0.59,0.45,0.89,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,5,0.5,0.5,0.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,Y,,per pound,53,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,589,0.91,0.49,1.69,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,Y,,per pound,179,1.51,1.49,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,407,0.86,0.49,1.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,238,1.01,0.99,1.69,
10/25/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,each,65,0.51,0.4,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,per pound,152,1.37,0.5,2.49,
10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,172,1.98,1.5,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,110,0.64,0.5,0.79,
10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,12,2.99,2.99,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,per pound,13,0.99,0.99,0.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,64,1.47,0.69,1.69,
10/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,,,each,629,2.57,0.5,3,24
10/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,Y,,each,8,2.5,2.5,2.5,
10/25/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,522,2.62,0.96,3.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,9,1.99,1.99,1.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,471,2.98,1.79,4.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,146,2.98,2.98,2.98,
10/25/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,171,2.99,2.99,2.99,
10/25/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,36,0.43,0.25,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,each,5,0.33,0.33,0.33,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,82,2.13,0.99,2.29,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,50,0.79,0.79,0.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,15,2.49,2.49,2.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,315,1.17,0.5,1.29,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,146,2.5,2.5,2.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,89,1.34,0.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,96,2.99,2.99,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,320,0.54,0.33,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,187,2.5,2.5,2.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,36,1.69,1.69,1.69,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,130,1.3,0.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,96,2.99,2.99,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,626,1.67,0.5,1.77,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,57,1.01,0.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,"1,757",2.12,0.79,2.97,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,919,2.93,2.49,3.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,Y,,per pound,53,1.79,1.79,1.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,PAULA RED,,,per pound,7,0.5,0.5,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,264,1.49,1.49,1.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,14,0.75,0.33,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),939,1.71,0.99,2.59,
11/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),317,1.99,1.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),54,2,2,2,
11/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,Y,,64 oz (1/2 gallon),1,5.99,5.99,5.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"2,701",1.08,0.2,2,
11/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,81,1.78,0.99,2.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,20,0.5,0.5,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,Y,,each,9,1.99,1.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,160,0.34,0.25,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,337",1.95,0.77,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,450,3.46,3,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,743,2.14,0.99,3.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,348,3.8,3.5,4.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,CACTUS PEARS,,,,per pound,10,0.79,0.79,0.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,243,2.5,2.5,2.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,10,0.88,0.88,0.88,
11/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,226,3.1,2.99,3.69,
11/1/2019,SOUTHWEST U.S.,FRUITS,CRANBERRIES,,,,12 oz bag,306,2.13,1.99,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,12,0.34,0.33,0.39,
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,773,1.5,0.77,2.99,61
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,Y,,per pound,225,1.99,1.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,,,per pound,41,1.5,1.5,1.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,377",1.56,0.77,2.99,34
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,Y,,per pound,873,2.39,1.99,3.99,70
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,997,1.42,0.77,2.99,47
11/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,Y,,per pound,846,2.37,1.99,3.29,72
11/1/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,,,,each,9,3.99,3.99,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,113,0.32,0.2,0.33,
11/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,13,0.99,0.99,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,161,3.99,3.99,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,8,0.69,0.69,0.69,
11/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,31,0.38,0.1,1.19,
11/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,169,0.61,0.33,1.39,
11/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,182,0.87,0.39,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,46,3.33,3.33,3.33,
11/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,each,136,0.95,0.5,1.04,
11/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,282,1.48,0.25,1.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,53,0.63,0.5,0.69,
11/1/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,285,0.67,0.49,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,72,2.24,1.99,2.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,"1,157",1.35,0.46,1.69,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,Y,,per pound,675,1.92,1.69,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,346,1.21,0.79,1.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,351,1.62,1.48,1.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,702,1.45,0.5,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,217,1.6,1.48,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,each,104,1.07,0.99,1.99,92
11/1/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,per pound,201,1.01,0.5,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,"1,235",2.4,0.95,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,316,0.76,0.46,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,12,2.99,2.99,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,per pound,13,0.99,0.99,0.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,5,0.5,0.5,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,,,each,"2,375",2.15,0.5,3,4
11/1/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,Y,,each,4,1.99,1.99,1.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,"1,478",2.13,1.25,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,552,3.66,3.33,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,20,2.37,1.99,2.49,
11/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,"1,305",2.48,0.99,4.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,216,3.91,3.33,3.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,16,2.99,2.99,2.99,
11/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,71,1.37,0.79,2.79,
11/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,102,2.5,2.5,2.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,per pound,23,0.5,0.5,0.5,
11/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,14,0.29,0.25,0.33,
11/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,Y,,per pound,13,0.44,0.44,0.44,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,36,1.99,1.99,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,268,1.34,0.79,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,56,2,2,2,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,929,1.3,0.5,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,62,1.98,1.49,2.49,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,63,1.22,0.99,1.25,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,96,2.99,2.99,2.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,838,1.04,0.5,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,152,2.99,2.99,2.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,215,1.67,0.99,2.29,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,56,2,2,2,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,96,2.99,2.99,2.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,978,1.43,0.39,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,12,1.49,1.49,1.49,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,350,5.99,5.99,5.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,"1,021",2.05,0.79,3.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,395,2.23,1.88,3.49,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,9,1.91,1.29,1.99,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,23,1.84,1.29,2.69,
11/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,56,2,2,2,
